Age,Job,Marital_Status,Education,Default_On_Payments,Housing,Loan,Contact,Last_Int_Duration,Int_Nr_Campaign,Passed_Days_Last_Int,Int_Prior_Campaign,Last_Campaign_Outcome,Rate_Change_Employment,Cons_Price_Idx,Cons_Conf_Idx,Euribor_3_Months,Nr_Employed,Product_Or_Service,Date,Contact_Year,Contact_Month,Contact_Day,Quarter,Income,Customer_Seniority,Numwebvisitsmonth,Total_Children,Customer_Seniority_Days,Id
42.0,entrepreneur,married,unknown,No,Yes,No,telephone,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-10-22,2019,10,Tuesday,4,85638,2012-12-22,15,1,739,5c79786f-6162-4496-8a30-b681f4115768
43.0,technician,married,unknown,No,Yes,Yes,telephone,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-02-11,2019,2,Monday,1,170502,2012-10-22,3,0,800,ccb97836-0739-467e-bc99-d030ae3b52e4
60.0,retired,divorced,university_degree,No,No,No,telephone,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-03-14,2019,3,Thursday,1,50221,2012-09-26,5,4,826,383c6463-0de7-4a43-a1c1-bbd1203af6dd
58.0,unemployed,married,basic_4_years,No,No,No,telephone,849,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-04-27,2016,4,Wednesday,2,163061,2012-02-21,7,1,1044,026d1365-12d4-4fec-b398-139a59b46d8d
35.0,services,divorced,high_school,No,Yes,No,telephone,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-06-01,2017,6,Thursday,2,155704,2012-04-15,28,3,990,f010a64d-46ea-4e74-9c20-c0b18f55a756
55.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-05-17,2017,5,Wednesday,2,20900,2012-01-25,8,0,1071,1e0c7084-f1b2-439a-bcba-5e23fc340b4c
39.0,management,married,university_degree,No,No,No,telephone,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-12-13,2015,12,Sunday,4,51445,2012-03-14,13,0,1022,0ffac745-9207-4b6b-9503-f9138b19a806
36.0,blue-collar,married,high_school,No,No,No,telephone,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-01-21,2016,1,Thursday,1,91718,2012-04-27,28,1,978,dd49237a-fec1-4149-ba1e-672559cfe5ef
39.0,admin.,divorced,university_degree,No,No,No,telephone,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-07-09,2019,7,Tuesday,3,117747,2012-10-07,18,3,815,572a2e0f-6455-4e0b-9025-20576e2c4c6c
57.0,blue-collar,divorced,unknown,No,Yes,No,telephone,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-01-23,2019,1,Wednesday,1,36342,2012-09-30,11,2,822,4036772a-d870-4694-b71b-d95ff95f5d58
56.0,admin.,married,unknown,No,Yes,No,telephone,364,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-06-24,2018,6,Sunday,2,162740,2012-07-17,22,1,897,0616394c-03be-45be-b1c0-648ac058cdb3
50.0,admin.,married,basic_6_years,No,No,No,telephone,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-05-28,2017,5,Sunday,2,134274,2012-11-28,1,2,763,9615fdd6-3e94-4e42-87c2-8bd7433e77e8
31.0,technician,divorced,professional_course,No,Yes,Yes,telephone,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-05-21,2019,5,Tuesday,2,85870,2012-06-13,16,1,931,d2118bc5-42a8-4e57-9c51-3a3606f58353
56.0,retired,married,basic_4_years,No,Yes,No,telephone,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-09-01,2016,9,Thursday,3,50634,2012-03-19,26,2,1017,d1a54bc7-e470-42cf-8661-815cf7c95eb4
41.0,technician,married,professional_course,No,Yes,No,telephone,579,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2018-05-25,2018,5,Friday,2,7888,2012-03-19,24,4,1017,01e82e78-a7e3-4189-98e6-53acbe30582b
37.0,blue-collar,married,basic_6_years,No,Yes,Yes,telephone,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-09-28,2019,9,Saturday,3,85274,2012-12-12,5,3,749,62cd0f07-0a57-4288-b485-df5984361fcd
41.0,technician,married,professional_course,No,No,No,telephone,677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-03-03,2015,3,Tuesday,1,169322,2012-09-19,1,1,833,59f10b5e-f282-4c16-aa69-53f101088f27
35.0,blue-collar,married,unknown,No,Yes,No,telephone,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-09-06,2019,9,Friday,3,106503,2012-06-20,16,1,924,091e4503-9fff-4a60-8050-9f56a0390aea
37.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-28,2015,5,Thursday,2,126858,2012-11-29,9,3,762,5a23a54e-1290-4b3b-a2c3-bafe6d0536c4
52.0,management,married,university_degree,No,No,No,telephone,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-07-11,2019,7,Thursday,3,130178,2012-10-22,13,3,800,fc5bce08-121f-46ea-af15-58252a87ece3
39.0,management,divorced,university_degree,No,No,No,telephone,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-04-07,2018,4,Saturday,2,80424,2012-09-03,21,2,849,4e572940-5cec-46d1-90ab-9792194859bb
39.0,housemaid,married,basic_4_years,No,No,No,telephone,69,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-07-14,2019,7,Sunday,3,51265,2012-05-14,12,0,961,5d3a50ca-b167-40f9-98b1-bff26790bdde
56.0,blue-collar,married,basic_4_years,No,No,No,telephone,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-11-20,2018,11,Tuesday,4,104559,2012-08-23,10,1,860,030c5ca6-e6e8-4548-90f3-e5363acffdab
34.0,services,married,high_school,No,Yes,No,telephone,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-08-18,2017,8,Friday,3,33226,2012-09-23,16,2,829,5e68aacd-98c0-4d84-a753-9520c5532066
39.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2016-10-20,2016,10,Thursday,4,10184,2012-02-13,32,2,1052,22f37639-235e-4d3b-9e97-ec583df4056e
39.0,unemployed,single,university_degree,No,Yes,No,telephone,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-02-10,2016,2,Wednesday,1,156831,2012-06-08,10,2,936,718562b1-156d-4462-b99b-f30380495443
39.0,management,married,unknown,No,Yes,No,telephone,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-03-26,2018,3,Monday,1,31763,2012-12-26,24,3,735,6de79392-f49a-41a2-98f1-cfdcdf80dd08
39.0,management,married,university_degree,No,Yes,No,telephone,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-01-28,2016,1,Thursday,1,64183,2012-11-06,12,1,785,1c6aa6a6-14df-49cb-b790-7367ccf09592
53.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-05-08,2018,5,Tuesday,2,134200,2012-12-19,24,2,742,fc8c31b4-7989-43f6-895b-3f377f4e33d6
38.0,,divorced,high_school,No,Yes,No,telephone,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-01-27,2017,1,Friday,1,105920,2012-08-30,30,1,853,fa3921cc-578c-4978-b680-4ea6a7c50c68
42.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,528,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-08-26,2016,8,Friday,3,39463,2012-11-09,14,4,782,f41b6383-8ed5-4b60-a670-a58ca41fc719
42.0,blue-collar,married,basic_4_years,No,No,No,telephone,541,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-06-21,2017,6,Wednesday,2,21484,2012-04-19,31,2,986,087536ed-a062-4bf4-970f-c0e191c7a258
39.0,admin.,single,high_school,No,Yes,No,telephone,338,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-01-31,2017,1,Tuesday,1,45847,2012-12-25,16,4,736,db3cced7-eb3c-46b2-80c3-3d4f5ff8f5e9
40.0,admin.,married,university_degree,No,Yes,No,telephone,163,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-23,2015,5,Saturday,2,86345,2012-01-04,22,2,1092,a775580f-d9cc-4cca-8c1e-4ed986bc9bb9
39.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-08-11,2019,8,Sunday,3,83962,2012-03-12,5,1,1024,b3743a64-d18c-424c-835f-d2f9adff5ace
60.0,blue-collar,married,basic_9_years,No,No,No,telephone,301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-07-07,2017,7,Friday,3,105105,2012-06-21,1,4,923,8ac57645-1536-4f7b-8c73-4e5aa28771a3
56.0,entrepreneur,married,unknown,No,Yes,No,telephone,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-09-06,2015,9,Sunday,3,164145,2012-11-17,8,2,774,c45a383e-7730-4116-ba01-ee6a30a50347
39.0,services,divorced,high_school,No,Yes,No,telephone,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-03-31,2019,3,Sunday,1,106467,2012-05-01,30,3,974,a4f268b0-9061-41e2-a086-a3c1e2156e91
56.0,entrepreneur,married,unknown,No,No,No,telephone,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-06-21,2016,6,Tuesday,2,167719,2012-09-07,19,2,845,bf1c8418-4fbf-48b5-ad27-9ace4d0c8fab
40.0,blue-collar,married,unknown,No,Yes,Yes,telephone,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-10-18,2018,10,Thursday,4,67423,2012-08-22,6,3,861,7f92b9ec-e3ab-487b-8a33-261442035f66
36.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-07-01,2016,7,Friday,3,112397,2012-05-30,1,2,945,489bf293-8375-4110-9d0a-2da3c4480496
51.0,blue-collar,married,unknown,No,Yes,No,telephone,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-01-26,2016,1,Tuesday,1,146893,2012-07-01,9,4,913,cddc7603-d517-4f50-b402-ab8bcc5b2c5b
51.0,blue-collar,married,unknown,No,No,No,telephone,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-11-11,2019,11,Monday,4,56252,2012-04-07,32,2,998,325be9d0-fe55-48ed-9113-77d59f3f2a11
43.0,technician,single,professional_course,No,Yes,No,telephone,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-05-16,2016,5,Monday,2,16214,2012-03-06,23,4,1030,280bab58-eaef-4f53-88e3-b22d5f30e314
59.0,services,married,high_school,No,No,No,telephone,579,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-09-02,2019,9,Monday,3,108022,2012-05-14,29,0,961,3bb358f3-be88-4137-85e0-37c26149347e
39.0,management,single,university_degree,No,Yes,No,telephone,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-08-01,2015,8,Saturday,3,6769,2012-02-27,23,3,1038,e480cd3c-fbe4-4ef0-ac07-6fe2946ddfa0
37.0,blue-collar,single,basic_9_years,No,Yes,Yes,telephone,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-10-07,2017,10,Saturday,4,39731,2012-01-26,25,1,1070,1c6dd19a-2ab2-414f-9e95-a50cdcb0f96f
40.0,blue-collar,married,basic_9_years,No,No,No,telephone,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-03-01,2016,3,Tuesday,1,103926,2012-07-22,25,2,892,6c1fb154-e060-47b5-862f-aefdc788048e
42.0,blue-collar,married,basic_9_years,No,No,No,telephone,559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-04-11,2015,4,Saturday,2,51840,2012-07-03,25,3,911,a124f433-d340-4283-a821-95d06734804e
39.0,services,divorced,high_school,No,No,No,telephone,2033,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-10-08,2017,10,Sunday,4,64554,2012-08-31,19,3,852,246bd60a-a637-4506-9dda-1c1fd1e31fe6
37.0,entrepreneur,married,basic_6_years,No,No,No,telephone,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-02-21,2017,2,Tuesday,1,122612,2012-08-09,20,3,874,989b1fa2-7881-4c22-ad5b-cdeecfd90527
38.0,services,married,high_school,No,Yes,Yes,telephone,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-07-22,2018,7,Sunday,3,47444,2012-01-22,13,3,1074,e0db48ca-db04-4e0c-9dcd-cfc09bb9030f
56.0,admin.,divorced,unknown,No,No,No,telephone,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-08-09,2019,8,Friday,3,112443,2012-05-13,3,1,962,8562a4a1-824a-4d5b-9ca8-473e46adaaec
40.0,blue-collar,married,unknown,No,No,No,telephone,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-02-05,2016,2,Friday,1,173802,2012-03-16,30,2,1020,43877501-9cd6-4995-a34f-e6f0b3553a67
54.0,management,divorced,university_degree,No,Yes,No,telephone,843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-08-30,2016,8,Tuesday,3,134003,2012-12-23,19,2,738,a60f146d-2d4a-455c-8998-1c69454bafd9
39.0,blue-collar,married,high_school,No,No,Yes,telephone,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-11-03,2016,11,Thursday,4,118281,2012-05-08,8,2,967,655c3814-8c76-4e4a-86c3-5649e78d39dc
36.0,services,married,high_school,No,No,No,telephone,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-12-28,2015,12,Monday,4,80885,2012-09-29,22,3,823,3db48d5b-2a9d-4e33-ae29-6962e24e221b
45.0,technician,married,university_degree,No,Yes,Yes,telephone,292,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-09-19,2017,9,Tuesday,3,152416,2012-12-12,4,2,749,cd9c19c5-2baa-417c-8001-cff4488464ca
42.0,admin.,single,university_degree,No,No,No,telephone,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-04-22,2018,4,Sunday,2,65564,2012-01-11,6,3,1085,316f6781-4bb5-4961-b96f-0f0d3f364ded
43.0,services,married,high_school,No,No,No,telephone,93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-06-27,2019,6,Thursday,2,35413,2012-01-21,27,2,1075,4ac61f30-854f-45fc-a435-bd6e496aeeed
46.0,management,married,basic_9_years,No,No,No,telephone,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-09-06,2017,9,Wednesday,3,56344,2012-07-08,32,2,906,1bea2af4-dee9-4c7a-b8fe-b5882d180c8e
44.0,services,married,high_school,No,Yes,Yes,telephone,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-03-26,2017,3,Sunday,1,60989,2012-01-23,10,2,1073,2890b131-f37c-49b9-8033-d3ad8c4404bf
51.0,admin.,single,basic_6_years,No,No,No,telephone,303,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-09-21,2019,9,Saturday,3,178385,2012-02-28,7,2,1037,27d8d70d-6429-485a-b85f-ad4c9baa886f
28.0,services,married,high_school,No,Yes,No,telephone,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-12-10,2015,12,Thursday,4,99232,2012-05-19,8,4,956,cdf9576b-831a-4992-812d-1b22a95e0450
37.0,blue-collar,married,basic_9_years,No,No,No,telephone,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-12-05,2019,12,Thursday,4,134200,2012-01-12,9,2,1084,534573ec-25eb-4a54-887d-eccdc9fbcde2
39.0,technician,married,high_school,No,No,No,telephone,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-12-08,2019,12,Sunday,4,76605,2012-11-10,8,4,781,c3c4df9f-85a8-4008-b1df-6571cafdef0f
46.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-01-28,2017,1,Saturday,1,127797,2012-11-04,7,3,787,b6fb4f6b-96f6-40b9-bd02-16fb8908667c
42.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1,2015-12-13,2015,12,Sunday,4,144023,2012-09-29,31,4,823,d76843d2-2b23-4458-b29c-8ed33eb409a9
36.0,admin.,married,university_degree,No,Yes,No,telephone,233,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-10-09,2017,10,Monday,4,33535,2012-12-10,16,3,751,0b8655ab-b808-436f-baeb-0773d458f5f6
39.0,blue-collar,married,basic_4_years,No,No,No,telephone,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-05-15,2019,5,Wednesday,2,166017,2012-03-24,32,2,1012,bf7ab845-4c7a-4d8a-85c4-fb5c63a77a5d
57.0,management,married,university_degree,No,No,No,telephone,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-11-16,2015,11,Monday,4,35525,2012-10-21,19,3,801,2700c978-fbe8-477d-8e2f-eb823ee69149
51.0,technician,married,basic_6_years,No,No,No,telephone,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-05-31,2019,5,Friday,2,172098,2012-03-10,21,3,1026,d18635d9-cb9a-4e9f-834b-b72537090469
54.0,retired,married,high_school,No,No,No,telephone,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-06-22,2015,6,Monday,2,178330,2012-06-06,23,2,938,98f11cfb-2190-4f89-ab66-7de678a25254
49.0,blue-collar,married,basic_4_years,No,No,No,telephone,252,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-07-14,2017,7,Friday,3,90807,2012-01-17,26,3,1079,8c88a38f-aa2f-463a-9703-9270bcccc02e
40.0,admin.,married,basic_9_years,No,Yes,No,telephone,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-09-30,2018,9,Sunday,3,169427,2012-10-16,29,3,806,e70265b7-1b41-4881-ae8d-3f22e058d2ee
43.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,1077,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-03-29,2019,3,Friday,1,81421,2012-12-02,8,1,759,fdf97547-b78e-43b7-bb26-579646a2b56f
33.0,services,married,high_school,No,No,No,telephone,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-12-21,2015,12,Monday,4,117262,2012-06-25,10,2,919,3522f3e2-6838-4625-b37c-4dfd612d90ed
32.0,services,single,basic_6_years,No,No,No,telephone,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-11-25,2018,11,Sunday,4,68233,2012-07-21,16,1,893,33a88dbc-adbf-4c17-b4cd-0cd31e95fe0d
39.0,blue-collar,married,high_school,No,Yes,No,telephone,356,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-03-28,2015,3,Saturday,1,55950,2012-08-23,5,2,860,b3a84f23-4fa2-4127-9d20-3fc8ab2f39bc
43.0,admin.,married,unknown,No,No,No,telephone,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-12-08,2018,12,Saturday,4,47679,2012-04-11,15,3,994,3fc8273f-9583-4a59-aac6-dcf6c3b23c9c
44.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-09-02,2018,9,Sunday,3,147166,2012-05-05,32,1,970,a98aff82-e8b6-49dc-9411-3595b1e739a3
35.0,student,single,university_degree,No,No,No,telephone,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-01,2015,5,Friday,2,99210,2012-05-20,30,2,955,a2bc8912-a3b3-441e-9bd7-df62dbae15aa
35.0,student,single,university_degree,No,Yes,Yes,telephone,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-04-23,2016,4,Saturday,2,15666,2012-02-11,17,2,1054,b3431961-e8a6-41e1-a1fb-e3e8fcd9d4d5
35.0,unemployed,married,professional_course,No,No,No,telephone,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-12-17,2015,12,Thursday,4,79384,2012-08-10,26,3,873,ee750546-9f65-46d1-a484-bc920cd2108a
36.0,services,single,basic_4_years,No,No,No,telephone,291,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-02-01,2016,2,Monday,1,118295,2012-10-16,31,3,806,6f4b9f26-94c4-4cc8-9ba6-a3fef4355e6f
35.0,student,single,university_degree,No,Yes,No,telephone,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-04-26,2017,4,Wednesday,2,71155,2012-01-10,29,3,1086,e29958f4-a6f2-4326-8262-3a1e25b0e381
36.0,student,single,basic_9_years,No,Yes,No,telephone,256,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-10-27,2015,10,Tuesday,4,42460,2012-12-29,29,2,732,e86c00e8-dbed-43ad-82e1-47750774fe69
55.0,housemaid,divorced,university_degree,No,No,No,telephone,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-11-11,2017,11,Saturday,4,57435,2012-06-23,25,2,921,b4a0c2f4-7b41-4498-878b-09c2116d261f
59.0,admin.,married,university_degree,No,No,No,telephone,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-10-11,2018,10,Thursday,4,29404,2012-09-11,19,3,841,11b3ab41-92c2-4a66-a15b-89b1965c4d0b
57.0,retired,married,unknown,No,No,No,telephone,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-07-06,2018,7,Friday,3,54001,2012-01-01,20,0,1095,56c5bbb3-179a-489f-a924-feb769923dfd
39.0,blue-collar,married,professional_course,No,Yes,No,telephone,471,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-03-08,2015,3,Sunday,1,82283,2012-03-20,27,4,1016,246bdced-34b3-45b0-80c9-1bb2379c9f1a
39.0,housemaid,married,basic_4_years,No,Yes,No,telephone,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-11-27,2018,11,Tuesday,4,113569,2012-12-17,10,2,744,59750327-5806-412f-ad78-9855619be0b8
39.0,blue-collar,single,unknown,No,Yes,No,telephone,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-08-17,2015,8,Monday,3,131182,2012-07-26,13,3,888,9a4f4c45-fe0e-41d8-bc86-f5e70f47ad1c
30.0,blue-collar,single,unknown,No,Yes,Yes,telephone,408,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-01-23,2018,1,Tuesday,1,94993,2012-07-12,30,1,902,0171544c-2a58-43bb-88f1-042354a78d9a
50.0,housemaid,married,basic_4_years,No,No,No,telephone,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-03-15,2016,3,Tuesday,1,7992,2012-02-24,4,2,1041,f9da0497-2d98-44b0-8f85-9b09b422d35c
39.0,services,married,high_school,No,No,No,telephone,322,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-09-13,2017,9,Wednesday,3,13175,2012-01-29,2,3,1067,a437144c-5014-4c1f-b36d-daed580f5490
35.0,admin.,married,high_school,No,Yes,No,telephone,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-11-13,2017,11,Monday,4,157838,2012-03-16,6,1,1020,f6455423-ddf1-472c-9a13-1b3c75954d7d
43.0,technician,married,unknown,No,No,No,telephone,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-07,2015,5,Thursday,2,109358,2012-08-30,19,2,853,59284a41-1b18-4674-b047-4adfb59806fb
36.0,services,single,basic_6_years,No,Yes,No,telephone,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-10-06,2017,10,Friday,4,41057,2012-08-27,17,3,856,fc691afc-b26f-4d41-8a15-87c0a05d1c3d
46.0,technician,married,basic_4_years,No,Yes,No,telephone,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-06-29,2015,6,Monday,2,34723,2012-02-07,7,0,1058,2b1588b7-550b-4188-95f9-128e41a4f94b
40.0,technician,married,basic_9_years,No,No,No,telephone,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-11-13,2017,11,Monday,4,34205,2012-08-20,4,2,863,03e24118-05fd-4417-828e-0454b4a01acf
58.0,retired,married,university_degree,No,No,No,telephone,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-06-14,2016,6,Tuesday,2,11599,2012-03-15,1,2,1021,4134e8c9-28f4-49e8-81cb-12a7f26d84de
42.0,technician,married,university_degree,No,No,No,telephone,64,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-04-08,2015,4,Wednesday,2,109051,2012-02-09,29,4,1056,894bcb01-9726-4a75-a39c-eed9dd1bfa33
35.0,admin.,single,university_degree,No,No,No,telephone,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-08-26,2018,8,Sunday,3,12413,2012-09-12,1,3,840,7d872ef0-49d6-4cc9-af22-47129f7151cf
39.0,retired,married,basic_4_years,No,No,No,telephone,410,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-07-25,2015,7,Saturday,3,36014,2012-12-04,28,2,757,a89380f0-8a3d-4783-ad65-1071fea7e472
45.0,blue-collar,married,basic_4_years,No,Yes,Yes,telephone,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-03-11,2016,3,Friday,1,36364,2012-03-03,21,1,1033,84831270-6bcb-49f8-bb40-59766181616d
39.0,admin.,married,professional_course,No,Yes,No,telephone,580,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-07-16,2018,7,Monday,3,64302,2012-02-10,18,2,1055,cfba29de-c372-4a52-a96f-f6333e9d867a
50.0,services,divorced,professional_course,No,Yes,No,telephone,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-08-05,2017,8,Saturday,3,87368,2012-09-01,27,0,851,13ec4e1a-6f2d-4e91-bca0-208e513097d5
32.0,management,divorced,basic_4_years,No,Yes,No,telephone,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-06-10,2017,6,Saturday,2,67820,2012-06-20,27,1,924,f40b6696-e60b-42c6-8d2b-8c6b137cba1e
